;mmsi;date_time_utc;sog;cog;true_heading;nav_status;calc_speed;lon;lat
1;257011900;2019-04-12 20:12:00;0;0;0;;;9.40812;64.1719
2;257011900;2019-04-12 20:13:00;0;0;0;;;9.40812;64.1719
3;257011900;2019-04-12 20:14:00;0.1;66.9;211.0;0.0;;9.408125;64.171911
4;257011900;2019-04-12 20:15:00;0.5;40.7;207.0;0.0;;9.408142;64.171954
5;257011900;2019-04-12 20:16:00;1.0;14.6;202.0;0.0;;9.408159;64.171997
6;257011900;2019-04-12 20:17:00;12.2;121.1;140.0;0.0;;9.41016;64.171825
7;257011900;2019-04-12 20:18:00;27.6;190.5;191.0;0.0;;9.41146;64.1648
8;257011900;2019-04-12 20:19:00;27.3;197.8;199.0;0.0;;9.40662;64.1576
9;257011900;2019-04-12 20:20:00;27.6;201.1;203.0;0.0;;9.40114;64.1503
10;257011900;2019-04-12 20:21:00;28.0;203.2;203.0;0.0;;9.39424;64.1431
11;257011900;2019-04-12 20:22:00;27.7;204.8;205.0;0.0;;9.387183;64.136167
12;257011900;2019-04-12 20:23:00;27.8;205.2;206.0;0.0;;9.379815;64.1293
13;257011900;2019-04-12 20:24:00;27.7;205.2;205.0;0.0;;9.372357;64.122267
14;257011900;2019-04-12 20:25:00;27.6;204.2;204.0;0.0;;9.36495;64.1152
15;257011900;2019-04-12 20:26:00;27.7;210.5;211.0;0.0;;9.357077;64.108533
16;257011900;2019-04-12 20:27:00;27.4;210.5;211.0;0.0;;9.34809;64.1018
17;257011900;2019-04-12 20:28:00;27.4;210.8;211.0;0.0;;9.33926;64.0953
18;257011900;2019-04-12 20:29:00;27.5;213.2;213.0;0.0;;9.330238;64.0889
19;257011900;2019-04-12 20:30:00;27.4;213.1;213.0;0.0;;9.32054;64.0824
20;257293800;2019-04-12 20:11:00;19.6;34.2;511.0;-99.0;;9.339879;64.097093
21;257293800;2019-04-12 20:12:00;19.7;33.3;511.0;-99.0;;9.346797;64.101607
22;257293800;2019-04-12 20:13:00;19.5;34.1;511.0;-99.0;;9.353668;64.106271
23;257293800;2019-04-12 20:14:00;19.3;31.7;511.0;-99.0;;9.359854;64.110784
24;257293800;2019-04-12 20:15:00;19.5;30.1;511.0;-99.0;;9.366067;64.115348
25;257293800;2019-04-12 20:16:00;19.3;30.7;511.0;-99.0;;9.372333;64.119807
26;257293800;2019-04-12 20:17:00;19.3;22.9;511.0;-99.0;;9.377302;64.124645
27;257293800;2019-04-12 20:18:00;19.2;20.3;511.0;-99.0;;9.381553;64.129733
28;257293800;2019-04-12 20:19:00;19.4;9.9;511.0;-99.0;;9.384423;64.134774
29;257293800;2019-04-12 20:20:00;19.4;6.3;511.0;-99.0;;9.386161;64.140135
30;257293800;2019-04-12 20:21:00;19.2;7.5;511.0;-99.0;;9.387735;64.145361
31;257293800;2019-04-12 20:22:00;19.0;6.3;511.0;-99.0;;9.389228;64.150662
32;257293800;2019-04-12 20:23:00;18.9;8.8;511.0;-99.0;;9.39058;64.1559
33;257293800;2019-04-12 20:24:00;19.2;4.9;511.0;-99.0;;9.391887;64.161252
34;257293800;2019-04-12 20:25:00;18.7;10.9;511.0;-99.0;;9.393313;64.166577
35;257293800;2019-04-12 20:26:00;14.1;61.6;511.0;-99.0;;9.397628;64.170869
36;257293800;2019-04-12 20:27:00;7.4;87.5;511.0;-99.0;;9.403423;64.171413
37;257293800;2019-04-12 20:28:00;4.3;81.1;511.0;-99.0;;9.407245;64.171712
38;257293800;2019-04-12 20:29:00;0.3;94.0;511.0;-99.0;;9.407996;64.1718