mmsi,x,y,time,colreg_compliant,good_seamanship,unmodeled_behaviour,CR_PS,CR_SS,HO,OT_en,OT_ing,priority_lower,priority_similar,priority_higher,risk_of_collision,current_risk_of_collision
210445000,10683.2,10040,240,0.979653,0.985621,1.06663e-05,0,1,0,0,0,0.0494036,0.879832,0.0707641,0.897739,0.121275
219829000,16460.7,10913,240,0.979051,0.989875,1.76094e-05,1,0,0,0,0,0.0348038,0.914075,0.0511214,0.92801,0.125094
210445000,10730.9,9837.07,300,0.979602,0.985688,1.57603e-05,0,1,0,0,0,0.0490122,0.879964,0.0710242,0.897639,0.120758
219829000,16413.1,10775.4,300,0.980452,0.990107,3.77638e-05,1,0,0,0,0,0.0363332,0.912117,0.0515503,0.925412,0.122942
210445000,10779.6,9630.41,360,0.980456,0.985846,2.96845e-06,0,1,0,0,0,0.0492255,0.879784,0.0709904,0.897225,0.122015
219829000,16368,10637.3,360,0.980464,0.98993,1.29107e-05,1,0,0,0,0,0.0349926,0.915125,0.0498821,0.926573,0.126236
210445000,10873.2,9462.52,420,0.937555,0.945497,0.00113406,0,1,0,0,0,0.0524148,0.888162,0.0594233,0.0469462,0.0464544
219829000,16322.9,10499.2,420,0.980056,0.989789,0,1,0,0,0,0,0.0200236,0.928217,0.0517598,0.993981,0.969894
210445000,11047.7,9456.74,480,0.941478,0.951965,0.00246111,0,1,0,0,0,0.0763535,0.882943,0.0407036,0.0430232,0.00821713
219829000,16277.8,10361.1,480,0.980918,0.989761,9.71123e-06,1,0,0,0,0,0.0175832,0.931361,0.0510555,0.993801,0.224391
210445000,11262.6,9476.74,540,0.927671,0.942365,0.00224257,0,1,0,0,0,0.0510395,0.899702,0.0492582,0.0502848,0.0352058
219829000,16238,10223.9,540,0.980305,0.989829,8.35474e-06,1,0,0,0,0,0.0183702,0.929263,0.0523665,0.993892,0.663557
210445000,11504.3,9421.59,600,0.816046,0.812085,0.00920787,0,1,0,0,0,0.0359172,0.90452,0.0595631,0.19595,0.195926
219829000,16194.9,10080.7,600,0.980768,0.990086,1.80246e-05,1,0,0,0,0,0.0176077,0.929515,0.0528777,0.998599,0.993981
210445000,11777.1,9326.92,660,0.355498,0.188621,0.0558761,0,1,0,0,0,0.0377985,0.932017,0.0301848,0.866649,0.866635
219829000,16146.4,9946.41,660,0.979665,0.990457,9.2909e-06,1,0,0,0,0,0.0166903,0.931542,0.0517679,1,1
210445000,12038.2,9211.61,720,0.80568,0.81395,0.822027,0,1,0,0,0,0.0401903,0.911007,0.0488029,1,1
219829000,16079.9,9813.88,720,0.980102,0.98902,8.09029e-06,1,0,0,0,0,0.0163737,0.932601,0.0510255,1,0.999851
210445000,12299.3,9096.31,780,0.784812,0.792619,0.800824,0,1,0,0,0,0.0544494,0.905648,0.039903,1,1
219829000,16011.7,9678.49,780,0.980345,0.989585,1.6219e-05,1,0,0,0,0,0.0154704,0.933644,0.0508855,1,0.999664
210445000,12560.4,8981.09,840,0.7329,0.740362,0.74841,0,1,0,0,0,0.0618333,0.895711,0.0424553,1,1
219829000,15944.4,9545.71,840,0.97928,0.989708,6.02006e-06,1,0,0,0,0,0.0125624,0.936533,0.0509051,1,0.998961
210445000,12821.4,8865.82,900,0.755741,0.763832,0.771517,0,1,0,0,0,0.0429911,0.84088,0.116128,1,0.999999
219829000,15877.8,9413.05,900,0.980515,0.989986,8.62692e-06,1,0,0,0,0,0.0181607,0.930201,0.0516384,1,0.99801
210445000,13082.6,8750.56,960,0.980723,0.992105,1,0,1,0,0,0,0.0482014,0.896872,0.054927,1,0.999996
219829000,15809.7,9278.71,960,0.979504,0.988938,8.9346e-06,1,0,0,0,0,0.0157355,0.932318,0.0519466,1,0.996468
210445000,13343.7,8635.38,1020,0.979256,0.991512,1,0,1,0,0,0,0.0518277,0.886966,0.061206,1,0.999988
219829000,15745.7,9146.99,1020,0.979717,0.990571,1.01543e-05,1,0,0,0,0,0.0117165,0.936293,0.0519905,1,0.994669
210445000,13603.8,8518.96,1080,0.979628,0.987793,1,0,1,0,0,0,0.0266937,0.914243,0.0590634,1,0.999979
219829000,15684.1,9014.24,1080,0.980229,0.990004,1.11814e-05,1,0,0,0,0,0.0115043,0.936177,0.0523183,1,0.990694
210445000,13844.8,8352.53,1140,0.981094,0.992821,1,0,1,0,0,0,0.0754786,0.884036,0.0404853,1,0.985109
219829000,15620.6,8879.58,1140,0.981188,0.990282,1.25449e-05,1,0,0,0,0,0.0126316,0.935207,0.0521614,1,0.986265
210445000,14068.2,8172.64,1200,0.982432,0.981146,1,0,1,0,0,0,0.121224,0.840969,0.0378068,1,0.999868
219829000,15557.2,8751.25,1200,0.980672,0.988405,6.65847e-06,1,0,0,0,0,0.0154485,0.932567,0.0519844,1,0.979974
210445000,14291.6,7992.84,1260,0.973415,0.983905,1,0,1,0,0,0,0.0094406,0.989233,0.00132613,1,0.999698
219829000,15497.7,8616.88,1260,0.979599,0.990614,9.93003e-06,1,0,0,0,0,0.0190313,0.929477,0.0514913,0.99999,0.969893
210445000,14515,7813,1320,0.982611,0.999827,1,0,1,0,0,0,0.127649,0.838937,0.0334143,1,0.999772
219829000,15438.3,8482.56,1320,0.979916,0.990553,6.89621e-06,1,0,0,0,0,0.00372062,0.94377,0.0525093,1,0.970007
210445000,14732.5,7615.03,1380,0.986457,0.980333,1,0,1,0,0,0,0.000679537,0.916204,0.0831167,1,0.999812
219829000,15377.6,8349.31,1380,0.979789,0.990201,8.06598e-06,1,0,0,0,0,0.0112705,0.936907,0.0518225,1,0.97025
210445000,14937.3,7408.91,1440,0.971869,0.999716,1,0,1,0,0,0,0.00140139,0.856789,0.141809,1,0.999626
219829000,15318.2,8211.99,1440,0.980214,0.990315,1.17688e-05,1,0,0,0,0,0,0.948119,0.0518813,1,0.969384
210445000,15148.3,7206.22,1500,0.977171,0.999772,1,0,1,0,0,0,0.220799,0.687208,0.0919929,1,0.999329
219829000,15252.9,8078.75,1500,0.979896,0.989819,8.35921e-06,1,0,0,0,0,0.00992177,0.938051,0.0520271,1,0.971138
210445000,15345,7007.86,1560,0.980259,0.9761,1,0,1,0,0,0,0.000988019,0.998041,0.000970824,1,0.999391
219829000,15195.6,7943.39,1560,0.980622,0.989954,5.33778e-06,1,0,0,0,0,0.0336098,0.915061,0.0513291,1,0.970852
210445000,15580.8,6859.04,1620,0.979704,0.999794,1,0,1,0,0,0,0.00101228,0.99796,0.00102738,1,0.999375
219829000,15130.8,7802.91,1620,0.980166,0.989795,1.11878e-05,1,0,0,0,0,0,0.947032,0.0529676,1,0.969739
210445000,15835.3,6733.13,1680,0.974748,0.999748,1,0,1,0,0,0,0.245042,0.753693,0.00126487,1,0.754713
219829000,15072.2,7667.67,1680,0.980317,0.9901,5.21888e-06,1,0,0,0,0,0.0150504,0.931972,0.052978,1,0.939372
210445000,16122.3,6654.13,1740,0.910675,0.944129,1,0,1,0,0,0,0.00447268,0.936062,0.0594649,1,0.992596
219829000,15006.3,7531.36,1740,0.979899,0.989918,1.09791e-05,1,0,0,0,0,0.0173444,0.931836,0.0508192,1,0.91938
210445000,16399.1,6700.25,1800,0.981743,0.999818,1,0,1,0,0,0,0.000927837,0.907672,0.0914001,1,0.998011
219829000,14946.4,7386.79,1800,0.979608,0.989841,9.88969e-06,1,0,0,0,0,0,0.947216,0.0527841,1,0.89051
210445000,16691.5,6758.58,1860,0.977585,0.999776,1,0,1,0,0,0,0.00112657,0.886562,0.112311,1,0.668649
219829000,14882.3,7244.5,1860,0.980715,0.990414,1.06363e-05,1,0,0,0,0,0.0227997,0.925672,0.0515283,1,0.820051
210445000,16985.7,6828.3,1920,0.988438,0.999884,1,0,1,0,0,0,0.000575186,0.941386,0.0580391,1,0.774871
219829000,14826.8,7105.95,1920,0.979116,0.989742,1.07719e-05,1,0,0,0,0,0,0.947687,0.052313,1,0.855479
210445000,17291.5,6901.22,1980,0.975782,0.985504,1,0,1,0,0,0,0.00123337,0.983296,0.015471,1,0.996548
219829000,14759.1,6967.54,1980,0.979183,0.990191,1.03283e-05,1,0,0,0,0,0,0.94826,0.05174,1,0.856312
210445000,17579.2,6940.66,2040,0.974684,0.999745,1,0,1,0,0,0,0.00128122,0.99746,0.00125901,1,0.998491
219829000,14691.3,6828.17,2040,0.980793,0.989773,9.65927e-06,1,0,0,0,0,0.0343457,0.91426,0.0513946,1,0.906999
